#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Host organism	Identification method participant A	Identification method participant B
uniprot:P19491	uniprot:A0A0G2JUG7	uniprot:I6L997|uniprot:Q96FP6|uniprot:P42262|uniprot:A8MT92	uniprot:Q6DN90|uniprot:Q96D85|uniprot:A0A087WWK8|uniprot:O94863	psi-mi:"MI:0018"(two hybrid)	Scholz et al. 2010	pubmed:20547133	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730978	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:A0A0G2JUG7	uniprot:P19491	uniprot:Q6DN90|uniprot:Q96D85|uniprot:A0A087WWK8|uniprot:O94863	uniprot:I6L997|uniprot:Q96FP6|uniprot:P42262|uniprot:A8MT92	psi-mi:"MI:0018"(two hybrid)	Scholz et al. 2010	pubmed:20547133	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730979	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:A0A0G2JUG7	uniprot:P19491	uniprot:Q6DN90|uniprot:Q96D85|uniprot:A0A087WWK8|uniprot:O94863	uniprot:I6L997|uniprot:Q96FP6|uniprot:P42262|uniprot:A8MT92	psi-mi:"MI:0018"(two hybrid)	Scholz et al. 2010	pubmed:20547133	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730980	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:A0A0G2JUG7	uniprot:P19491	uniprot:Q6DN90|uniprot:Q96D85|uniprot:A0A087WWK8|uniprot:O94863	uniprot:I6L997|uniprot:Q96FP6|uniprot:P42262|uniprot:A8MT92	psi-mi:"MI:0096"(pull down)	Scholz et al. 2010	pubmed:20547133	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	730981	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q8R0S2	uniprot:P19491	uniprot:Q6DN90|uniprot:Q96D85|uniprot:A0A087WWK8|uniprot:O94863	uniprot:I6L997|uniprot:Q96FP6|uniprot:P42262|uniprot:A8MT92	psi-mi:"MI:0096"(pull down)	Scholz et al. 2010	pubmed:20547133	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	730982	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	mouse forebrain extract	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:P19491	uniprot:A0A0G2JUG7	uniprot:I6L997|uniprot:Q96FP6|uniprot:P42262|uniprot:A8MT92	uniprot:Q6DN90|uniprot:Q96D85|uniprot:A0A087WWK8|uniprot:O94863	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Scholz et al. 2010	pubmed:20547133	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730983	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat hippocampal neurons	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:O88602	uniprot:P70175	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	uniprot:Q5JUW6|uniprot:B4E0H1|uniprot:Q92796|uniprot:Q5JUW7|uniprot:Q9ULI8|uniprot:D3DVU5	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730984	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:O88602	uniprot:Q62108	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730985	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:O88602	uniprot:Q8BH60	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	uniprot:Q9HD26|uniprot:Q59FS4|uniprot:Q969U8|uniprot:A6NM30	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730986	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:O88602	uniprot:Q9QYR6	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	uniprot:Q9UJT4|uniprot:O95643|uniprot:Q12973|uniprot:P78559|uniprot:Q15882	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730987	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:O88602	uniprot:Q9WVQ1	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730988	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:O88602	uniprot:Q9EQJ9	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	uniprot:Q9H2V6|uniprot:A0A024R0E9|uniprot:Q9H5Y8|uniprot:Q9HCD8|uniprot:A0A024R0H3|uniprot:Q5TCQ8|uniprot:Q5TCQ9|uniprot:Q9HBC4|uniprot:Q5TCR0	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730989	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV5	uniprot:P70175	uniprot:O60359	uniprot:Q5JUW6|uniprot:B4E0H1|uniprot:Q92796|uniprot:Q5JUW7|uniprot:Q9ULI8|uniprot:D3DVU5	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730990	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV5	uniprot:Q62108	uniprot:O60359	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730991	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV5	uniprot:Q9QYR6	uniprot:O60359	uniprot:Q9UJT4|uniprot:O95643|uniprot:Q12973|uniprot:P78559|uniprot:Q15882	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730992	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV5	uniprot:Q9WVQ1	uniprot:O60359	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730993	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV4	uniprot:P70175	uniprot:Q9UBN1|uniprot:B2RCK0	uniprot:Q5JUW6|uniprot:B4E0H1|uniprot:Q92796|uniprot:Q5JUW7|uniprot:Q9ULI8|uniprot:D3DVU5	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730994	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV4	uniprot:Q62108	uniprot:Q9UBN1|uniprot:B2RCK0	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730995	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV4	uniprot:Q8BH60	uniprot:Q9UBN1|uniprot:B2RCK0	uniprot:Q9HD26|uniprot:Q59FS4|uniprot:Q969U8|uniprot:A6NM30	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730996	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV4	uniprot:Q9QYR6	uniprot:Q9UBN1|uniprot:B2RCK0	uniprot:Q9UJT4|uniprot:O95643|uniprot:Q12973|uniprot:P78559|uniprot:Q15882	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730997	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV4	uniprot:Q9WVQ1	uniprot:Q9UBN1|uniprot:B2RCK0	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730998	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9JJV4	uniprot:Q9EQJ9	uniprot:Q9UBN1|uniprot:B2RCK0	uniprot:Q9H2V6|uniprot:A0A024R0E9|uniprot:Q9H5Y8|uniprot:Q9HCD8|uniprot:A0A024R0H3|uniprot:Q5TCQ8|uniprot:Q5TCQ9|uniprot:Q9HBC4|uniprot:Q5TCR0	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	730999	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q8VHW4	uniprot:Q9QYR6	uniprot:Q547R3|uniprot:Q9UF02|uniprot:Q9UHM3|uniprot:Q8WXS7|uniprot:A8K2A6	uniprot:Q9UJT4|uniprot:O95643|uniprot:Q12973|uniprot:P78559|uniprot:Q15882	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731000	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:P62956	uniprot:Q9QYR6	uniprot:P62955|uniprot:Q8VBX3|uniprot:Q9BXT1|uniprot:Q52LL8|uniprot:Q8WXS6	uniprot:Q9UJT4|uniprot:O95643|uniprot:Q12973|uniprot:P78559|uniprot:Q15882	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731001	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q8VHW2	uniprot:P70175	uniprot:Q9BY23|uniprot:Q8WXS5|uniprot:Q9BXT0	uniprot:Q5JUW6|uniprot:B4E0H1|uniprot:Q92796|uniprot:Q5JUW7|uniprot:Q9ULI8|uniprot:D3DVU5	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731002	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q8VHW2	uniprot:Q62108	uniprot:Q9BY23|uniprot:Q8WXS5|uniprot:Q9BXT0	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731003	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q8VHW2	uniprot:Q9EQJ9	uniprot:Q9BY23|uniprot:Q8WXS5|uniprot:Q9BXT0	uniprot:Q9H2V6|uniprot:A0A024R0E9|uniprot:Q9H5Y8|uniprot:Q9HCD8|uniprot:A0A024R0H3|uniprot:Q5TCQ8|uniprot:Q5TCQ9|uniprot:Q9HBC4|uniprot:Q5TCR0	psi-mi:"MI:0018"(two hybrid)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731004	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	yeast	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprot:Q9WVQ1	uniprot:Q8VHW2	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	uniprot:Q9BY23|uniprot:Q8WXS5|uniprot:Q9BXT0	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	731005	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	mouse cortex	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q9WVQ1	uniprot:O88602	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	731006	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	mouse cortex	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q9WVQ1	uniprot:Q9JJV5	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	uniprot:O60359	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	731007	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	mouse cortex	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q9WVQ1	uniprot:O88602	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	psi-mi:"MI:0096"(pull down)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	PSINDB	731008	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	in vitro	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q9WVQ1	uniprot:O88602	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	psi-mi:"MI:0096"(pull down)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	PSINDB	731009	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	in vitro	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:Q9WVQ1	uniprot:O88602	uniprot:A4D1C1|uniprot:Q9UDQ5|uniprot:Q86UL8|uniprot:A7E2C3|uniprot:Q9NP44|uniprot:O60510|uniprot:O60434|uniprot:Q9UDU1|uniprot:Q86UI7	uniprot:Q9UGZ7|uniprot:Q2M1M1|uniprot:Q5TGT3|uniprot:Q9Y698	psi-mi:"MI:0096"(pull down)	Deng et al. 2006	pubmed:16870733	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	PSINDB	731010	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	in vitro	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprot:G3V928	uniprot:P31016	uniprot:Q86SW0|uniprot:Q2PP12|uniprot:Q07954|uniprot:Q8IVG8	uniprot:B7Z1S1|uniprot:Q9UKK8|uniprot:G5E939|uniprot:Q92941|uniprot:P78352	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	May et al. 2004	pubmed:15456862	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731011	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat embryonic neuron primary culture	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:G3V928	uniprot:Q00959	uniprot:Q86SW0|uniprot:Q2PP12|uniprot:Q07954|uniprot:Q8IVG8	uniprot:O00669|uniprot:Q17RZ6|uniprot:Q12879	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	May et al. 2004	pubmed:15456862	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731012	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat embryonic neuron primary culture	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:G3V928	uniprot:Q00960	uniprot:Q86SW0|uniprot:Q2PP12|uniprot:Q07954|uniprot:Q8IVG8	uniprot:Q9UM56|uniprot:Q12919|uniprot:Q13220|uniprot:Q14CU4|uniprot:Q13225|uniprot:Q13224	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	May et al. 2004	pubmed:15456862	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731013	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	rat embryonic neuron primary culture	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q14289	uniprot:P06241	uniprot:D3DST0|uniprot:Q14290|uniprot:Q16709|uniprot:Q13475|uniprot:Q6PID4	uniprot:H0UI48|uniprot:Q16248|uniprot:E1P557|uniprot:Q8N5D7|uniprot:Q5R3A6|uniprot:Q5R3A7|uniprot:B5BU57|uniprot:P06241	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. 2018	pubmed:29782321	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731014	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293T	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
uniprot:Q14289	uniprot:P06241	uniprot:D3DST0|uniprot:Q14290|uniprot:Q16709|uniprot:Q13475|uniprot:Q6PID4	uniprot:H0UI48|uniprot:Q16248|uniprot:E1P557|uniprot:Q8N5D7|uniprot:Q5R3A6|uniprot:Q5R3A7|uniprot:B5BU57|uniprot:P06241	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. 2018	pubmed:29782321	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	PSINDB	731015	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	HEK293T	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
